time,humidity
2024-08-01T09:58:14.527809314Z,38.79999924
2024-08-01T09:58:18.521407134Z,38.90000153
2024-08-01T09:58:20.570072113Z,38.79999924
2024-08-01T09:58:36.851152095Z,38.70000076
2024-08-01T09:58:38.89871998Z,38.59999847
2024-08-01T09:58:45.043704545Z,38.70000076
2024-08-01T09:59:01.324848003Z,38.79999924
2024-08-01T09:59:03.372983466Z,38.70000076
2024-08-01T09:59:15.660771157Z,38.79999924
2024-08-01T09:59:17.606482828Z,38.70000076
2024-08-01T09:59:33.896015802Z,38.79999924
2024-08-01T09:59:42.079901201Z,38.70000076
2024-08-01T09:59:48.223855778Z,38.59999847
2024-08-01T09:59:50.169560471Z,38.70000076
2024-08-01T10:00:12.595338316Z,38.79999924
2024-08-01T10:00:14.643456591Z,38.70000076
2024-08-01T10:00:18.739506807Z,38.79999924
2024-08-01T10:00:26.828767937Z,38.70000076
2024-08-01T10:00:51.302563164Z,38.79999924
2024-08-01T10:01:11.680673119Z,38.70000076
2024-08-01T10:01:15.776309038Z,38.79999924
2024-08-01T10:01:19.873330577Z,38.70000076
2024-08-01T10:01:23.865463336Z,38.79999924
2024-08-01T10:01:25.91366992Z,38.70000076
2024-08-01T10:01:27.961363473Z,38.79999924
2024-08-01T10:01:38.201936587Z,38.70000076
2024-08-01T10:01:40.250132447Z,38.79999924
2024-08-01T10:01:42.195712649Z,38.70000076
2024-08-01T10:01:48.441917052Z,38.79999924
2024-08-01T10:02:06.669367475Z,38.90000153
2024-08-01T10:02:08.718238641Z,38.79999924
2024-08-01T10:02:10.765391936Z,38.90000153
2024-08-01T10:02:12.813398756Z,38.79999924
2024-08-01T10:02:39.334971247Z,38.70000076
2024-08-01T10:02:41.280066087Z,38.79999924
2024-08-01T10:02:43.328647632Z,38.70000076
2024-08-01T10:02:45.376404135Z,38.79999924
2024-08-01T10:02:47.424472595Z,38.70000076
2024-08-01T10:02:49.472098959Z,38.79999924
2024-08-01T10:02:51.520428041Z,38.70000076
2024-08-01T10:03:09.849748272Z,38.79999924
2024-08-01T10:03:11.89785402Z,38.70000076
2024-08-01T10:03:32.276392929Z,38.79999924
2024-08-01T10:03:38.316992185Z,38.70000076
2024-08-01T10:03:40.365178191Z,38.79999924
2024-08-01T10:03:48.557419765Z,38.90000153
2024-08-01T10:04:00.743264901Z,38.79999924
2024-08-01T10:04:04.429431973Z,38.90000153
2024-08-01T10:04:06.886597644Z,38.79999924
2024-08-01T10:04:17.024362347Z,38.90000153
2024-08-01T10:04:43.546432679Z,39
2024-08-01T10:04:45.594085428Z,38.90000153
2024-08-01T10:04:47.641974112Z,39
2024-08-01T10:04:49.690881454Z,38.90000153
2024-08-01T10:04:53.786835178Z,39
2024-08-01T10:04:55.732087307Z,38.90000153
2024-08-01T10:05:03.923683328Z,39
2024-08-01T10:05:24.301495078Z,39.09999847
2024-08-01T10:05:26.350091281Z,39
2024-08-01T10:05:56.96768391Z,39.09999847
2024-08-01T10:06:05.06715195Z,39.20000076
2024-08-01T10:06:07.104572712Z,39.09999847
2024-08-01T10:06:11.200927216Z,39.20000076
2024-08-01T10:06:13.14614937Z,39.09999847
2024-08-01T10:06:15.198747692Z,39.20000076
2024-08-01T10:06:17.241983753Z,39.09999847
2024-08-01T10:06:21.338072272Z,39.20000076
2024-08-01T10:06:58.09984711Z,39.29999924
2024-08-01T10:07:00.045661361Z,39.20000076
2024-08-01T10:07:02.093889343Z,39.29999924
2024-08-01T10:07:18.375715454Z,39.40000153
2024-08-01T10:07:20.423057167Z,39.29999924
2024-08-01T10:07:28.615094074Z,39.40000153
2024-08-01T10:07:30.663130713Z,39.29999924
2024-08-01T10:07:32.609339947Z,39.40000153
2024-08-01T10:07:34.656495491Z,39.29999924
2024-08-01T10:07:36.705128965Z,39.40000153
2024-08-01T10:07:42.928848336Z,39.29999924
2024-08-01T10:07:51.041103774Z,39.40000153
2024-08-01T10:07:52.986314473Z,39.29999924
2024-08-01T10:07:55.034858722Z,39.40000153
2024-08-01T10:07:57.084774921Z,39.29999924
2024-08-01T10:07:59.130417513Z,39.40000153
2024-08-01T10:08:41.933713115Z,39.5
2024-08-01T10:08:43.981696787Z,39.40000153
2024-08-01T10:08:46.029362432Z,39.5
2024-08-01T10:08:54.119276274Z,39.40000153
2024-08-01T10:09:00.263131747Z,39.5
2024-08-01T10:09:02.311036112Z,39.40000153
2024-08-01T10:09:04.359410818Z,39.5
2024-08-01T10:09:08.454947135Z,39.40000153
2024-08-01T10:09:12.449452717Z,39.5
2024-08-01T10:09:24.736927625Z,39.40000153
2024-08-01T10:09:26.785090088Z,39.5
2024-08-01T10:09:41.018684739Z,39.59999847
2024-08-01T10:09:43.067293101Z,39.5
2024-08-01T10:09:47.162470653Z,39.59999847
2024-08-01T10:09:51.258290768Z,39.5
2024-08-01T10:09:59.450766239Z,39.59999847
2024-08-01T10:10:09.589160403Z,39.5
2024-08-01T10:10:21.77427739Z,39.40000153
2024-08-01T10:10:23.821870025Z,39.5
2024-08-01T10:10:48.295832017Z,39.59999847
2024-08-01T10:10:58.433263616Z,39.5
2024-08-01T10:11:00.480846656Z,39.59999847
2024-08-01T10:11:12.667125297Z,39.5
2024-08-01T10:11:14.715131855Z,39.59999847
2024-08-01T10:11:22.906899369Z,39.5
2024-08-01T10:11:24.954450432Z,39.59999847
2024-08-01T10:11:37.242711789Z,39.5
2024-08-01T10:11:39.201977833Z,39.59999847
2024-08-01T10:12:01.61402787Z,39.70000076
2024-08-01T10:12:03.662146807Z,39.59999847
2024-08-01T10:12:15.848070727Z,39.70000076
2024-08-01T10:12:17.896232923Z,39.59999847
2024-08-01T10:12:30.081440745Z,39.70000076
2024-08-01T10:12:32.130456915Z,39.59999847
2024-08-01T10:12:34.177466522Z,39.70000076
2024-08-01T10:12:36.225359944Z,39.59999847
2024-08-01T10:12:40.321627617Z,39.70000076
2024-08-01T10:12:42.368802411Z,39.59999847
2024-08-01T10:13:08.890699164Z,39.70000076
2024-08-01T10:13:12.884643645Z,39.59999847
2024-08-01T10:13:16.980400195Z,39.70000076
2024-08-01T10:13:39.4058034Z,39.59999847
2024-08-01T10:13:41.454366879Z,39.70000076
2024-08-01T10:13:53.640018619Z,39.59999847
2024-08-01T10:13:55.687761588Z,39.70000076
2024-08-01T10:14:03.880191924Z,39.59999847
2024-08-01T10:14:05.825490644Z,39.70000076
2024-08-01T10:14:07.87358112Z,39.59999847
2024-08-01T10:14:09.921522438Z,39.70000076
2024-08-01T10:14:11.96902891Z,39.59999847
2024-08-01T10:14:14.021383582Z,39.70000076
2024-08-01T10:14:16.065819365Z,39.59999847
2024-08-01T10:14:18.113335743Z,39.70000076
2024-08-01T10:14:36.443158708Z,39.59999847
2024-08-01T10:14:38.491363147Z,39.70000076
2024-08-01T10:14:40.538874148Z,39.59999847
2024-08-01T10:14:44.533077628Z,39.70000076
2024-08-01T10:15:00.814560791Z,39.59999847
2024-08-01T10:15:02.964752346Z,39.70000076
2024-08-01T10:15:13.102779102Z,39.59999847
2024-08-01T10:15:15.149848716Z,39.70000076
2024-08-01T10:15:33.479997763Z,39.79999924
2024-08-01T10:15:35.529046023Z,39.70000076
2024-08-01T10:15:37.587439861Z,39.79999924
2024-08-01T10:16:36.660221667Z,39.90000153
2024-08-01T10:16:40.656735723Z,39.79999924
2024-08-01T10:16:46.798432953Z,39.70000076
2024-08-01T10:16:48.845983207Z,39.79999924
2024-08-01T10:16:52.942203702Z,39.70000076
2024-08-01T10:16:57.037899452Z,39.79999924
2024-08-01T10:16:58.983524771Z,39.70000076
2024-08-01T10:17:03.079605803Z,39.79999924
2024-08-01T10:17:19.361289732Z,39.70000076
2024-08-01T10:17:25.505058811Z,39.79999924
2024-08-01T10:17:35.745694365Z,39.90000153
2024-08-01T10:17:41.78740667Z,39.79999924
2024-08-01T10:17:52.026833836Z,39.70000076
2024-08-01T10:17:54.077667729Z,39.79999924
2024-08-01T10:17:56.122756319Z,39.70000076
2024-08-01T10:18:08.308232267Z,39.79999924
2024-08-01T10:18:10.361724282Z,39.70000076
2024-08-01T10:18:14.452667984Z,39.79999924
2024-08-01T10:18:20.495880799Z,39.90000153
2024-08-01T10:18:22.542142608Z,39.79999924
2024-08-01T10:18:24.590384696Z,39.90000153
2024-08-01T10:18:26.638280417Z,39.79999924
2024-08-01T10:18:28.686255188Z,39.90000153
2024-08-01T10:18:44.967964Z,40
2024-08-01T10:18:59.303878091Z,40.09999847
2024-08-01T10:19:05.345865665Z,40
2024-08-01T10:19:17.634052028Z,40.09999847
2024-08-01T10:19:21.627442353Z,40
2024-08-01T10:19:23.675433077Z,40.09999847
2024-08-01T10:20:26.85629674Z,40.20000076
2024-08-01T10:20:30.951966021Z,40.09999847
2024-08-01T10:20:36.99365451Z,40.20000076
2024-08-01T10:20:39.041742544Z,40.09999847
2024-08-01T10:20:45.186145349Z,40.20000076
2024-08-01T10:20:49.283250074Z,40.09999847
2024-08-01T10:20:53.377541105Z,40.20000076
2024-08-01T10:20:55.426004058Z,40.09999847
2024-08-01T10:20:59.419421664Z,40.20000076
2024-08-01T10:21:13.755485291Z,40.29999924
2024-08-01T10:21:15.803760721Z,40.20000076
2024-08-01T10:21:46.318666941Z,40.29999924
2024-08-01T10:21:48.36632877Z,40.20000076
2024-08-01T10:21:52.462889519Z,40.29999924
2024-08-01T10:21:56.456472151Z,40.20000076
2024-08-01T10:22:02.599934379Z,40.29999924
2024-08-01T10:22:04.64795835Z,40.20000076
2024-08-01T10:22:12.839876932Z,40.29999924
2024-08-01T10:22:14.888116729Z,40.20000076
2024-08-01T10:22:16.834084483Z,40.29999924
2024-08-01T10:22:22.978406405Z,40.20000076
2024-08-01T10:22:29.124296914Z,40.29999924
2024-08-01T10:22:45.403601169Z,40.20000076
2024-08-01T10:22:47.451445248Z,40.29999924
2024-08-01T10:22:55.541290861Z,40.20000076
2024-08-01T10:22:57.589553274Z,40.29999924
2024-08-01T10:23:17.966911858Z,40.40000153
2024-08-01T10:23:20.014496831Z,40.29999924
2024-08-01T10:23:22.063170334Z,40.40000153
2024-08-01T10:23:24.110643893Z,40.29999924
2024-08-01T10:23:26.15840384Z,40.40000153
2024-08-01T10:23:28.207161824Z,40.29999924
2024-08-01T10:23:36.296651502Z,40.20000076
2024-08-01T10:23:38.344953174Z,40.29999924
2024-08-01T10:24:37.429300499Z,40.40000153
2024-08-01T10:24:39.477517678Z,40.29999924
2024-08-01T10:24:41.524911388Z,40.40000153
2024-08-01T10:24:43.573025545Z,40.29999924
2024-08-01T10:24:57.807000802Z,40.40000153
2024-08-01T10:25:01.907112084Z,40.29999924
2024-08-01T10:25:36.513898986Z,40.40000153
2024-08-01T10:25:38.565284792Z,40.29999924
2024-08-01T10:25:59.044072885Z,40.40000153
2024-08-01T10:26:00.987921238Z,40.29999924
2024-08-01T10:26:03.035653802Z,40.40000153
2024-08-01T10:26:07.131753713Z,40.29999924
2024-08-01T10:26:19.420020914Z,40.40000153
2024-08-01T10:26:21.365392639Z,40.29999924
2024-08-01T10:26:25.461310113Z,40.40000153
2024-08-01T10:26:31.605560828Z,40.5
2024-08-01T10:26:33.654901525Z,40.40000153
2024-08-01T10:26:45.839287988Z,40.5
2024-08-01T10:26:47.887153362Z,40.40000153
2024-08-01T10:26:49.935256115Z,40.5
2024-08-01T10:26:55.976540809Z,40.59999847
2024-08-01T10:27:04.170092156Z,40.5
2024-08-01T10:27:10.31293588Z,40.59999847
2024-08-01T10:27:14.306593681Z,40.5
2024-08-01T10:27:18.402209266Z,40.59999847
2024-08-01T10:27:20.450471175Z,40.5
2024-08-01T10:27:26.59432032Z,40.59999847
2024-08-01T10:27:34.792212359Z,40.5
2024-08-01T10:27:36.732147107Z,40.59999847
2024-08-01T10:27:55.163888029Z,40.70000076
2024-08-01T10:28:01.205669589Z,40.59999847
2024-08-01T10:28:03.25383389Z,40.70000076
2024-08-01T10:28:11.445728742Z,40.79999924
2024-08-01T10:28:31.827928062Z,40.90000153
2024-08-01T10:28:44.008475281Z,41
2024-08-01T10:28:56.194631954Z,40.90000153
2024-08-01T10:29:06.43466116Z,40.79999924
2024-08-01T10:29:10.531071816Z,41.5
2024-08-01T10:29:12.578263028Z,42.09999847
2024-08-01T10:29:16.572254671Z,41.90000153
2024-08-01T10:29:18.62028769Z,41.79999924
2024-08-01T10:29:20.667961775Z,41.90000153
2024-08-01T10:29:22.716378699Z,42.09999847
2024-08-01T10:29:24.764374009Z,42.20000076
2024-08-01T10:29:28.860137249Z,42.40000153
2024-08-01T10:29:30.908276126Z,42.20000076
2024-08-01T10:29:32.956415673Z,41.90000153
2024-08-01T10:29:35.004138888Z,41.70000076
2024-08-01T10:29:38.997965827Z,41.59999847
2024-08-01T10:29:41.045566957Z,41.70000076
2024-08-01T10:29:43.094091284Z,41.79999924
2024-08-01T10:29:45.142002369Z,41.70000076
2024-08-01T10:29:47.190273836Z,42.09999847
2024-08-01T10:29:49.24000162Z,42.40000153
2024-08-01T10:29:51.285681613Z,42.29999924
2024-08-01T10:29:53.33413887Z,42.20000076
2024-08-01T10:29:57.430369297Z,42.29999924
2024-08-01T10:29:59.375472681Z,42.20000076
2024-08-01T10:30:01.423805052Z,42.09999847
2024-08-01T10:30:03.47135229Z,42
2024-08-01T10:30:05.519393482Z,41.90000153
2024-08-01T10:30:07.567349057Z,42
2024-08-01T10:30:09.615254602Z,43.40000153
2024-08-01T10:30:11.663555617Z,43.90000153
